Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
AAGR11,Indefinido,105,"13.649,30",N/A,"1,4","1,49 %","2,78 %","7,48 %","15,28 %","0,93 %","1,25 %","1,27 %","2,78 %","-17,49 %","-16,26 %","0,18 %",N/A,N/A,N/A,"0,00 %","0,00 %","0,00 %","0,00 %",0,"5.140,37",0,N/A,N/A,N/A
AAZQ11,Indefinido,"8,37","263.105,70","0,96","0,11","1,33 %","3,81 %","8,53 %","17,94 %","1,27 %","1,42 %","1,50 %","5,37 %","-1,79 %","-0,48 %","11,28 %","207.795.960,78","8,64","0,97","1,22 %","0,00 %","0,00 %","0,00 %",0,"1.268,51",30.996,N/A,"10,00 % a.a","1,20 % a.a"
ABCP11,Shoppings,"79,79","44.911,40","0,73","0,65","0,78 %","2,45 %","4,59 %","9,76 %","0,82 %","0,77 %","0,81 %","1,59 %","4,02 %","4,83 %","12,50 %","521.097.520,28","110,81","0,72","0,59 %","20,68 %","21,39 %","30,03 %",1,"2.598,50",13.739,N/A,N/A,"0,10 % a.a"
AFHI11,Papéis,"96,52","628.252,40","1,01","1,01","1,05 %","3,17 %","6,53 %","13,60 %","1,06 %","1,09 %","1,13 %","1,05 %","0,90 %","1,96 %","1,96 %","455.471.231,44","95,08","1,02","1,06 %","0,12 %","1,18 %","7,52 %",14,"628,16",38.529,N/A,N/A,"1,00 % a.a"
AGRX11,Indefinido,"8,89","293.544,05","0,86","0,12","1,32 %","4,23 %","8,75 %","18,60 %","1,41 %","1,46 %","1,55 %","5,64 %","0,55 %","1,88 %","23,93 %","185.817.205,61","10,38","0,86","1,25 %","0,00 %","0,00 %","0,00 %",0,"1.442,70",19.345,N/A,"10,00 % a.a","1,00 % a.a"
AIEC11,Lajes Corporativas,"61,56","3.524.701,15","0,81","0,34","0,63 %","1,92 %","3,94 %","8,36 %","0,64 %","0,66 %","0,70 %","1,27 %","1,92 %","2,57 %","3,85 %","366.252.503,18","75,96","0,81","0,45 %","-18,77 %","-18,40 %","-17,46 %",2,"1.410,56",12.237,N/A,"20,00 % a.a","0,75 % a.a"
AJFI11,Shoppings,"8,25","147.312,25","0,75","0,05","0,60 %","1,81 %","3,64 %","8,47 %","0,60 %","0,61 %","0,71 %","2,44 %","-1,19 %","-0,60 %","10,45 %","372.202.311,34",N/A,N/A,N/A,N/A,N/A,N/A,12,"946,98",10.021,"0,60 % a.a",N/A,"0,10 % a.a"
ALMI11,Lajes Corporativas,655,"4.457,25","0,31","4,53","0,72 %","2,24 %","3,67 %","6,50 %","0,75 %","0,61 %","0,54 %","1,53 %","6,22 %","6,98 %","-5,73 %","223.708.735,66","2.046,78","0,32","0,00 %","-0,05 %","-0,05 %","0,90 %",1,"11.782,87",1.861,N/A,N/A,"0,38 % a.a"
ALZC11,Papéis,"7,76","159.325,30","0,83","0,11","1,38 %","3,91 %","8,03 %","16,60 %","1,30 %","1,34 %","1,38 %","1,38 %","-0,64 %","0,73 %","0,73 %","182.987.415,91",N/A,N/A,N/A,N/A,N/A,N/A,14,"1.621,16",10.712,N/A,"20,00 % a.a","1,30 % a.a"
ALZR11,Misto,"10,6","1.625.467,55",1,"0,08","0,79 %","2,35 %","4,76 %","9,94 %","0,78 %","0,79 %","0,83 %","3,15 %","-0,65 %","0,13 %","4,66 %","1.486.717.530,70","10,59",1,"0,79 %","-90,09 %","-90,01 %","-89,22 %",23,"692,97",196.632,"0,70 % a.a",N/A,"0,25 % a.a"
APTO11,Imóveis Residenciais,"8,46","19.785,35","0,86","0,08","0,93 %","3,06 %","6,32 %","13,22 %","1,02 %","1,05 %","1,10 %","1,99 %","1,77 %","2,72 %","4,18 %","45.150.587,11","9,78","0,87","0,82 %","-1,81 %","-1,00 %","13,04 %",3,"1.321,98",7.779,N/A,"20,00 % a.a","1,50 % a.a"
APXM11,Shoppings,"76,4","37.936,19","0,75","0,58","0,73 %","1,94 %","3,47 %","5,60 %","0,65 %","0,58 %","0,47 %","2,54 %","-1,24 %","-0,52 %","0,64 %","298.530.306,82",N/A,N/A,N/A,N/A,N/A,N/A,1,"11.372,42",690,N/A,N/A,N/A
ARCT11,Imóveis Industriais e Logísticos,"87,13","1.053.903,45","0,87","0,5","0,00 %","1,30 %","3,82 %","12,55 %","0,43 %","0,64 %","1,05 %","0,00 %","0,00 %","0,00 %",N/A,"371.534.654,03","99,77","0,87","0,76 %","0,04 %","0,80 %","6,31 %",9,"15,63",43.228,N/A,"20,00 % a.a","1,00 % a.a"
AROA11,Imóveis Industriais e Logísticos,"1,63","19.182,20","1,8","0,01","0,64 %","2,00 %","4,94 %","9,35 %","0,67 %","0,82 %","0,78 %","4,20 %","5,36 %","6,03 %","21,82 %","158.933.919,39",N/A,N/A,N/A,N/A,N/A,N/A,6,"6.220,96",5.603,N/A,N/A,N/A
ARRI11,Papéis,"6,1","230.339,85","0,72","0,07","1,02 %","3,67 %","7,89 %","16,37 %","1,22 %","1,32 %","1,36 %","5,02 %","-2,41 %","-1,42 %","13,54 %","173.646.449,18","8,38","0,73","1,07 %","-5,42 %","-4,40 %","-89,49 %",1,"1.340,55",23.747,N/A,N/A,N/A
ARTE11,Misto,"9,85","28.448,85","0,95","0,12","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"98.849.530,14",N/A,N/A,N/A,N/A,N/A,N/A,0,"1.641,45",757,N/A,N/A,N/A
ARXD11,Papéis,"7,89","72.908,00","0,87","0,09","1,13 %","3,41 %","7,10 %","15,30 %","1,14 %","1,18 %","1,28 %","4,60 %","0,00 %","1,13 %","15,67 %","79.542.207,16",N/A,N/A,N/A,N/A,N/A,N/A,14,"2.002,76",2.008,N/A,N/A,"1,02 % a.a"
ASMT11,Lajes Corporativas,"4,1","12.484,00","0,41","0,08","1,12 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","2,19 %","-4,46 %","-3,39 %","-3,83 %","169.085.584,25",N/A,N/A,N/A,N/A,N/A,N/A,3,"52,59",1,N/A,"20,00 % a.a","1,20 % a.a"
ASRF11,Indefinido,"10.974,00","10.974,00","1,15","256,33","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"38.279.540,19",N/A,N/A,N/A,N/A,N/A,N/A,2,"137,48",95,N/A,N/A,N/A
ATSA11,Shoppings,58,"5.463,85","0,8","0,15","0,26 %","0,77 %","1,06 %","3,25 %","0,77 %","0,18 %","0,27 %","0,77 %","-0,51 %","-0,25 %","2,57 %","129.507.046,91","73,96","0,78","0,20 %","-9,18 %","-9,00 %","-17,36 %",1,"3.295,55",301,N/A,N/A,"0,50 % a.a"
AURB11,Imóveis Comerciais - Outros,"72,92","1.666.687,33","0,9","0,45","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"87.859.996,94",N/A,N/A,N/A,N/A,N/A,N/A,2,"4.851,26",18,N/A,N/A,"1,05 % a.a"
AZIN11,FIP-IE,"101,78","547.054,20",N/A,"1,4","1,38 %","4,18 %","9,53 %","20,83 %","1,39 %","1,59 %","1,74 %","4,18 %","0,80 %","2,19 %","7,38 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"1.001,81",0,N/A,"20,00 % a.a","1,25 % a.a"
AZPE11,Papéis,N/A,N/A,N/A,"0,12","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"125.208.959,76",N/A,N/A,N/A,N/A,N/A,N/A,9,N/A,1,N/A,N/A,N/A
AZPL11,Serviços Financeiros Diversos,"7,68","346.639,70","0,88","0,08","0,96 %","2,91 %","5,90 %","13,05 %","0,97 %","0,98 %","1,09 %","3,90 %","1,30 %","2,27 %","7,83 %","360.336.465,14",N/A,N/A,N/A,N/A,N/A,N/A,1,"1.064,52",5.770,N/A,N/A,"1,10 % a.a"
BBFI11B,Lajes Corporativas,"1.257,10","182.918,19","0,41","634,23","47,51 %","0,00 %","47,51 %","69,77 %","0,00 %","7,92 %","5,81 %","69,77 %","4,22 %","53,73 %","119,39 %","111.645.834,19","864,77","1,45","73,34 %","-60,09 %","-30,81 %","-43,61 %",1,"43,4",6.989,N/A,N/A,"3,50 % a.a"
BBFO11,Fundo de Fundos,"73,14","466.517,30","0,96","0,91","1,26 %","3,79 %","7,24 %","14,92 %","1,26 %","1,21 %","1,24 %","4,92 %","-0,78 %","0,47 %","24,33 %","302.432.162,79","75,53","0,97","1,18 %","-7,59 %","-6,50 %","-2,05 %",14,"1.365,20",11.251,N/A,N/A,"0,50 % a.a"
BBGO11,Indefinido,"75,25","217.126,35","0,81","0,85","1,12 %","3,39 %","7,70 %","16,88 %","1,13 %","1,28 %","1,41 %","4,81 %","-5,95 %","-4,90 %","25,87 %","377.311.607,70","94,21","0,8","0,90 %","-3,80 %","-2,94 %","4,93 %",0,"1.019,05",12.011,N/A,"10,00 % a.a","0,85 % a.a"
BBIG11,Serviços Financeiros Diversos,"7,08","590.949,05","0,74","0,07","0,99 %","3,06 %","6,64 %","14,01 %","1,02 %","1,11 %","1,17 %","4,26 %","-5,62 %","-4,68 %","8,80 %","946.518.286,36",N/A,N/A,N/A,N/A,N/A,N/A,3,"1.497,64",38.129,N/A,N/A,"0,80 % a.a"
BBIM11,Papéis,N/A,N/A,N/A,"0,1","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"667,5",N/A,N/A,"0,00 %","-100,00 %","0,00 %","0,00 %",14,N/A,20,N/A,N/A,N/A
BBRC11,Agências de Bancos,"104,65","73.124,50","1,01","1,05","1,03 %","4,14 %","7,38 %","14,04 %","1,38 %","1,23 %","1,17 %","3,07 %","-0,95 %","0,07 %","6,89 %","166.124.108,97","104,82",1,"1,00 %","-2,64 %","-1,66 %","9,53 %",21,"1.723,79",8.448,N/A,N/A,"0,60 % a.a"
BCIA11,Fundo de Fundos,"95,3","622.861,20","0,91","0,86","0,89 %","2,84 %","5,90 %","12,21 %","0,95 %","0,98 %","1,02 %","1,86 %","8,29 %","9,25 %","11,66 %","383.865.368,69","104,86","0,91","0,82 %","4,59 %","5,45 %","10,20 %",14,"1.211,91",20.078,N/A,"20,00 % a.a","0,50 % a.a"
BCRI11,Papéis,"64,65","389.075,35","0,76","0,75","1,09 %","3,71 %","7,92 %","16,06 %","1,24 %","1,32 %","1,34 %","2,41 %","0,00 %","1,09 %","8,43 %","533.542.183,17","85,24","0,76","0,88 %","-15,53 %","-14,79 %","-8,41 %",14,"1.265,70",41.644,N/A,N/A,"1,00 % a.a"
BDIF11,Indefinido,"76,1","2.333.449,15",N/A,"0,85","1,10 %","3,34 %","6,66 %","13,57 %","1,11 %","1,11 %","1,13 %","4,44 %","1,44 %","2,56 %","18,71 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"1.281,70",0,N/A,"20,00 % a.a","0,75 % a.a"
BDIV11,Indefinido,"39,88","378.772,25",N/A,"1,6","4,01 %","4,01 %","8,16 %","17,51 %","1,34 %","1,36 %","1,46 %","4,01 %","3,48 %","7,62 %","7,62 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"1.487,24",0,N/A,N/A,"1,10 % a.a"
BETW11,Indefinido,N/A,N/A,N/A,"0,63","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"276.073.134,35",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,2,N/A,N/A,N/A
BGRB11,Lajes Corporativas,"118,96","28.789,15","1,01","0,35","0,00 %","0,68 %","0,68 %","2,33 %","0,68 %","0,68 %","0,19 %","0,68 %","0,00 %","0,00 %",N/A,"228.577.234,64",N/A,N/A,N/A,N/A,N/A,N/A,1,"10.279,10",377,"0,95 % a.a","10,00 % a.a","0,13 % a.a"
BICE11,Fundo de Fundos,"764,16","45.849,60","0,68","112,43","0,00 %","0,00 %","0,00 %","0,52 %","0,00 %","0,00 %","0,52 %","0,00 %","0,00 %","0,00 %",N/A,"149.425.180,47","1.120,01","0,68","0,20 %","12,36 %","12,59 %","20,72 %",14,"3.963,83",119,N/A,N/A,N/A
BICR11,Papéis,"35,92",72,"0,86","0,36","1,02 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","4,52 %","-10,54 %","-9,63 %","-26,97 %","20.805.910,51","42,51","0,84","0,85 %","-57,20 %","-56,84 %","-52,66 %",14,"1,46",641,N/A,N/A,"0,50 % a.a"
BIDB11,Indefinido,"80,22","274.953,35",N/A,1,"1,22 %","3,68 %","7,67 %","16,41 %","1,23 %","1,28 %","1,37 %","4,96 %","-0,81 %","0,40 %","17,15 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"1.311,80",0,N/A,N/A,"0,80 % a.a"
BIME11,Indefinido,"6,07","25.854,75","0,72","0,08","1,22 %","3,45 %","6,70 %","15,00 %","1,15 %","1,12 %","1,25 %","2,49 %","3,97 %","5,24 %","7,94 %","49.524.273,87","8,48","0,72","0,94 %","-6,09 %","-5,20 %","1,64 %",3,"1.677,91",8.044,N/A,"20,00 % a.a","1,50 % a.a"
BINC11,Papéis,"104,24","682.739,20",N/A,"1,4","1,41 %","0,00 %","4,20 %","13,38 %","0,00 %","0,70 %","1,12 %","1,41 %","4,66 %","6,13 %","6,13 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"1.097,19",0,N/A,N/A,"0,90 % a.a"
BINR11,Indefinido,"1.673,35",N/A,"1,46","297,59","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"136.440.213,86",N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,103,N/A,N/A,N/A
BIPD11,Indefinido,"989,33","860.222,50","1,04","10,77","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"105.124.494,71",N/A,N/A,N/A,N/A,N/A,N/A,1,"2.340,12",111,N/A,N/A,N/A
BLCA11,Indefinido,"98,09","1.469.111,50","0,77","0,5","0,54 %","1,64 %","3,30 %","7,11 %","0,55 %","0,55 %","0,59 %","1,07 %","-3,08 %","-2,56 %","5,60 %","204.564.695,91","128,74","0,76","0,39 %","-10,36 %","-10,01 %","27,23 %",1,"4.317,34",448,N/A,"20,00 % a.a","1,15 % a.a"
BLMG11,Imóveis Industriais e Logísticos,"32,79","245.399,75","0,7","0,4","1,23 %","3,53 %","7,12 %","13,64 %","1,18 %","1,19 %","1,14 %","4,76 %","-7,18 %","-6,04 %","3,63 %","220.759.848,11","47,23","0,69","0,85 %","-50,77 %","-50,35 %","-48,21 %",1,"2.680,70",13.335,N/A,"20,00 % a.a","0,95 % a.a"
BLMO11,Lajes Corporativas,"87,89","4.620.173,80","0,89","0,53","0,60 %","1,05 %","1,66 %","5,80 %","0,35 %","0,28 %","0,48 %","1,05 %","0,00 %","0,00 %",N/A,"98.323.741,33","98,84","0,89","0,67 %","-99,67 %","-99,66 %","-99,62 %",1,"2.848,32",287,N/A,"15,00 % a.a","1,00 % a.a"
BLMR11,Fundo de Fundos,"6,78","1.157.702,33","0,11","0,37","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","7,61","0,89","0,70 %","-1,68 %","-0,99 %","1,82 %",14,"3,49",8.102,N/A,"20,00 % a.a","1,00 % a.a"
BLOG11,Misto,"8,59","21,83","0,76","0,02","0,20 %","0,00 %","0,00 %","1,60 %","0,00 %","0,00 %","0,13 %","2,76 %","-6,82 %","-6,63 %","-8,76 %","346.922.775,80",N/A,N/A,N/A,N/A,N/A,N/A,6,"5.679,16",118,"0,85 % a.a",N/A,"0,20 % a.a"
BLUR11,Papéis,"76,03",228,1,"74,29","0,00 %","0,00 %","0,00 %","3,04 %","0,00 %","0,00 %","0,25 %","4,01 %","0,00 %","0,00 %",N/A,"6.851.720,42",N/A,N/A,N/A,N/A,N/A,N/A,14,"7.260,09",1,N/A,N/A,N/A
BMLC11,Lajes Corporativas,101,"63.209,45","0,92","0,7","0,69 %","1,49 %","2,99 %","7,46 %","0,50 %","0,50 %","0,62 %","0,69 %","0,00 %","0,00 %",N/A,"109.704.558,36","109,56","0,92","0,64 %","-3,45 %","-2,83 %","6,10 %",1,"2.231,00",1.225,"0,20 % a.a",N/A,"0,20 % a.a"
BNFS11,Agências de Bancos,"53,89","67.832,20","0,77","0,7","0,97 %","3,07 %","7,00 %","15,74 %","1,02 %","1,17 %","1,31 %","1,98 %","-2,67 %","-1,73 %","0,93 %","48.835.392,92","69,61","0,77","1,01 %","-23,84 %","-23,07 %","-18,09 %",18,"1.994,69",5.298,N/A,N/A,"0,30 % a.a"
BODB11,Indefinido,"8,02","948.707,85",N/A,"0,1","1,27 %","3,51 %","7,45 %","14,89 %","1,17 %","1,24 %","1,24 %","4,80 %","-2,73 %","-1,49 %","15,64 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"1.320,44",0,N/A,"20,00 % a.a","0,90 % a.a"
BPFF11,Fundo de Fundos,"54,53","512.062,00","0,88","2,24","0,00 %","0,00 %","0,00 %","7,09 %","0,00 %","0,00 %","0,59 %","9,50 %","0,00 %","0,00 %",N/A,"279.190.787,97","62,15","0,88","1,13 %","-15,43 %","-14,48 %","-11,96 %",14,"1.317,24",20.101,N/A,"20,00 % a.a","0,40 % a.a"
BPLC11,Misto,N/A,N/A,N/A,"14,42","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"323.335.754,04",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,126,N/A,N/A,N/A
BPML11,Shoppings,"94,6","624.854,10","0,76","0,92","1,00 %","3,24 %","6,83 %","15,11 %","1,08 %","1,14 %","1,26 %","1,00 %","8,26 %","9,34 %","9,34 %","922.563.592,85","127,72","0,74","0,72 %","2,38 %","3,12 %","4,09 %",4,"1.261,43",5.626,N/A,N/A,"1,00 % a.a"
BPRP11,Imóveis Industriais e Logísticos,"107,5","2.150,00","0,86","0,93","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","4,54 %","0,00 %","0,00 %",N/A,"169.496.975,27",N/A,N/A,N/A,N/A,N/A,N/A,15,"1,53",171,N/A,N/A,N/A
BRCO11,Imóveis Industriais e Logísticos,"116,6","8.053.103,10","1,01","0,87","0,73 %","2,21 %","4,52 %","9,79 %","0,74 %","0,75 %","0,82 %","1,47 %","1,43 %","2,17 %","3,71 %","2.096.006.022,86","116,62",1,"0,75 %","-4,00 %","-3,28 %","5,25 %",12,"1.158,72",133.096,"1,00 % a.a","20,00 % a.a",N/A
BRCR11,Lajes Corporativas,"47,5","895.288,75","0,55","0,41","0,84 %","2,64 %","5,61 %","12,13 %","0,88 %","0,94 %","1,01 %","1,69 %","1,29 %","2,14 %","14,19 %","2.282.809.837,10","85,83","0,55","0,48 %","-14,22 %","-13,81 %","-15,06 %",6,"1.344,37",116.475,"1,50 % a.a",N/A,"0,25 % a.a"
BREV11,Lajes Corporativas,105,"532.138,00","1,65","0,58","0,55 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","10,03 %","0,32 %","0,87 %","22,08 %","118.155.565,38",N/A,N/A,"0,00 %","-100,00 %","0,00 %","0,00 %",1,"0,34",8.102,N/A,N/A,N/A
BRFT11,Misto,"88,64","69.737,05",N/A,"1,33","1,48 %","4,06 %","8,56 %","19,07 %","1,35 %","1,43 %","1,59 %","5,52 %","0,16 %","1,64 %","17,14 %","191.972.786,63","191.972.786,63",0,"0,00 %","0,00 %","0,00 %","0,00 %",0,"2.482,00",1.637,N/A,N/A,N/A
BRIM11,Fundo de Desenvolvimento,203,"12.018,15","10,21","52,37","21,58 %","21,58 %","92,78 %","195,37 %","7,19 %","15,46 %","16,28 %","71,53 %","30,83 %","59,06 %","133,39 %","2.943.220,80",N/A,N/A,N/A,N/A,N/A,N/A,2,"8.871,02",739,N/A,N/A,"1,70 % a.a"
BRIP11,Fundo de Desenvolvimento,"399,79","4.107,71","0,7","27,85","6,19 %","6,19 %","21,75 %","59,62 %","2,06 %","3,63 %","4,97 %","6,19 %","0,00 %","0,00 %",N/A,"113.241.452,27",N/A,N/A,N/A,N/A,N/A,N/A,10,"12.918,36",409,N/A,N/A,"2,00 % a.a"
BRIX11,Indefinido,"1.673,35","195.781,00","1,49","180,14","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"133.780.649,39",N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,103,N/A,N/A,N/A
BRLA11,Imóveis Industriais e Logísticos,148,"21.194,28","0,84","1,15","0,78 %","2,38 %","3,11 %","4,64 %","0,79 %","0,52 %","0,39 %","4,64 %","4,99 %","5,81 %","5,06 %","815.145.198,38","166,46","0,89","0,69 %","5,36 %","6,09 %","-2,26 %",8,"76,52",435,N/A,N/A,"-0,75 % a.a"
BROF11,Lajes Corporativas,"61,95","432.191,95","0,56","0,58","0,94 %","2,78 %","5,78 %","12,20 %","0,93 %","0,96 %","1,02 %","3,76 %","0,70 %","1,65 %","19,43 %","1.277.925.471,91",N/A,N/A,N/A,N/A,N/A,N/A,1,"1.832,08",11.016,"0,45 % a.a",N/A,"0,15 % a.a"
BRZP11,N/A,189,"1.257.720,90",N/A,"0,92","0,51 %","1,53 %","3,33 %","7,09 %","0,51 %","0,56 %","0,59 %","2,07 %","-0,16 %","0,35 %","24,51 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"2.247,13",0,"1,50 % a.a",N/A,"0,12 % a.a"
BTAG11,Indefinido,"112,43","86.762,85","1,08","1,3","1,12 %","3,57 %","7,53 %","16,48 %","1,19 %","1,26 %","1,37 %","4,79 %","6,36 %","7,55 %","19,08 %","165.471.710,87",105,"1,07","1,24 %","0,00 %","0,00 %","0,00 %",0,"2.586,27",4.810,"1,00 % a.a","10,00 % a.a","0,15 % a.a"
BTAL11,Imóveis Industriais e Logísticos,"89,91","630.201,76","0,78",1,"1,10 %","3,28 %","6,99 %","14,39 %","1,09 %","1,17 %","1,20 %","3,28 %","-0,22 %","0,88 %","18,69 %","693.765.025,57","115,96","0,78","0,82 %","10,38 %","11,28 %","20,64 %",9,"1.558,57",38.037,N/A,N/A,"1,10 % a.a"
BTCI11,Papéis,"9,4","1.470.723,60","0,94","0,09","1,00 %","3,00 %","6,18 %","13,14 %","1,00 %","1,03 %","1,10 %","4,06 %","-0,11 %","0,89 %","6,76 %","1.004.328.418,62",N/A,N/A,N/A,N/A,N/A,N/A,14,"784,46",206.629,N/A,N/A,"0,95 % a.a"
BTCR11,Papéis,88,"571.148,00","1,38","0,9","0,98 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","12,53 %","-5,96 %","-5,04 %","14,54 %","118.155.565,38","95,27","0,92","0,94 %","0,64 %","1,59 %","4,62 %",14,"32,78",8.102,N/A,N/A,"1,00 % a.a"
BTHF11,Papéis,"9,35","2.059.468,30","0,95","0,1","1,08 %","3,21 %","6,67 %","13,63 %","1,07 %","1,11 %","1,14 %","4,43 %","-2,70 %","-1,65 %","19,58 %","2.032.999.933,25",N/A,N/A,N/A,N/A,N/A,N/A,0,"1.234,03",318.147,N/A,N/A,"1,10 % a.a"
BTHI11,Hotéis,"44,58","22.992,30","0,68","0,45","1,02 %","2,40 %","5,07 %","11,70 %","0,80 %","0,85 %","0,98 %","3,09 %","-0,11 %","0,91 %","-3,72 %","602.279.607,54",N/A,N/A,N/A,N/A,N/A,N/A,14,"3.042,00",1.733,N/A,"20,00 % a.a","0,80 % a.a"
BTHR11,Hotéis,N/A,N/A,N/A,"0,19","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"332.890.572,69",N/A,N/A,N/A,N/A,N/A,N/A,13,N/A,24,N/A,N/A,N/A
BTLG11,Imóveis Industriais e Logísticos,"103,58","7.709.950,85","1,01","0,81","0,78 %","2,33 %","4,67 %","9,55 %","0,78 %","0,78 %","0,80 %","3,11 %","-0,01 %","0,77 %","6,39 %","5.464.841.772,83","102,51","1,01","0,78 %","3,79 %","4,60 %","10,00 %",31,"535,18",469.777,N/A,N/A,"0,90 % a.a"
BTML11,Lajes Corporativas,"101,37",N/A,"0,79","0,97","0,00 %","0,00 %","0,00 %","0,86 %","0,00 %","0,00 %","0,86 %","0,00 %","0,00 %","0,00 %",N/A,"145.583.578,26",N/A,N/A,N/A,N/A,N/A,N/A,2,"2,44",1,N/A,N/A,N/A
BTRA11,Fazendas,"67,57","148.617,90","0,52","0,8","1,23 %","2,58 %","4,61 %","9,56 %","0,86 %","0,77 %","0,80 %","1,23 %","7,15 %","8,47 %","8,47 %","376.363.788,90","111,86","0,6","0,36 %","-19,35 %","-19,06 %","15,25 %",5,"2.616,63",11.922,N/A,"20,00 % a.a","1,20 % a.a"
BTSG11,Imóveis Industriais e Logísticos,"145,92",146,"0,94",1,"0,00 %","0,00 %","1,37 %","3,17 %","0,00 %","0,23 %","0,26 %","0,00 %","0,00 %","0,00 %",N/A,"120.955.979,37","156,07","0,93","0,64 %","13,38 %","14,11 %","25,68 %",1,"2.942,51",106,N/A,N/A,N/A
BTSI11,Misto,111,"84.133,11","0,9","0,83","0,00 %","0,00 %","0,76 %","2,22 %","0,00 %","0,76 %","0,19 %","0,00 %","0,00 %","0,00 %",N/A,"788.638.649,72",N/A,N/A,N/A,N/A,N/A,N/A,6,"7.664,06",219,N/A,N/A,N/A
BTWR11,Fundo de Desenvolvimento,"92,99",185,"0,78","0,65","0,00 %","0,00 %","0,00 %","0,57 %","0,00 %","0,00 %","0,57 %","0,00 %","0,00 %","0,00 %",N/A,"95.924.285,16","118,53","0,78","0,55 %","5,82 %","6,40 %","14,97 %",1,"6.177,81",139,N/A,N/A,N/A
BTYU11,Incorporações,"7,95","19.633,10","0,8","0,11","1,35 %","3,44 %","6,43 %","14,62 %","1,15 %","1,07 %","1,22 %","4,31 %","-6,71 %","-5,45 %","-8,04 %","303.724.029,27",N/A,N/A,N/A,N/A,N/A,N/A,14,"5.411,24",682,N/A,"20,00 % a.a","1,25 % a.a"
BZEL11,Misto,N/A,N/A,N/A,"5,09","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"526.020.165,10",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,3,N/A,N/A,N/A
CACR11,Papéis,"81,15","1.460.527,60","0,86","1,2","1,41 %","4,84 %","10,15 %","19,54 %","1,61 %","1,69 %","1,63 %","3,10 %","6,47 %","7,97 %","16,33 %","458.752.972,50","95,04","0,85","1,26 %","-8,20 %","-7,04 %","29,82 %",14,"2.498,88",26.299,N/A,"20,00 % a.a","1,00 % a.a"
